text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!,22092,5/15/2016 11:32,7.32E+17,8475,112,5,2016,15,692,1
"""@TakingIt_Back:  @nytimes keep shining....the ppl will not let the media dim your light...we no longer believe them! #Trump2016"" Thanks.",11172,5/15/2016 11:16,7.32E+17,3503,137,5,2016,15,676,1
"""@tzard000: @realDonaldTrump @nytimes Everyone continues to pile onto Donald; but they can NEVER take away our votes!""  Thank you!",11570,5/15/2016 11:14,7.32E+17,3383,130,5,2016,15,674,1
Everyone is laughing at the @nytimes for the lame hit piece they did on me and women.I gave them many names of women I helped-refused to use,16445,5/15/2016 11:13,7.32E+17,5119,140,5,2016,15,673,1
"""@DistlerJoyce: @realDonaldTrump @nytimes OHIO WOMEN FOR TRUMP https://t.co/wpxojJnjbb""",13817,5/15/2016 11:04,7.32E+17,4767,87,5,2016,15,664,1
"""@MrTohNey: Leicester &amp; DonaldTrump seem to have the same trajectory; both were written off; but they keep scaling the heights. History?",7631,5/15/2016 11:02,7.32E+17,2183,140,5,2016,15,662,1
"""@QueenCharlotteO: @realDonaldTrump @nytimes I'm a women &amp; I 100% support @realDonaldTrump &amp; I have since the beginning. Thank you!",8654,5/15/2016 11:00,7.32E+17,2457,139,5,2016,15,660,1
The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women; they found nothing. A joke!,12940,5/15/2016 10:55,7.32E+17,3754,139,5,2016,15,655,1
Thank you for the nice words this morning @KellyRiddell. Well delivered and totally logical! @CNN   @FoxNews,7748,5/15/2016 10:49,7.32E+17,2233,108,5,2016,15,649,1
"""@stranahan: Sheldon Adelson Pledges $100 Million to Elect Trump President - Breitbart https://t.co/aRXPHAlCLC""",11600,5/15/2016 2:06,7.32E+17,4250,111,5,2016,15,126,1
Wow; @CNN is really working hard to make me look as bad  as possible. Very unprofessional. Hurting in ratings - bad television!,25762,5/14/2016 15:16,7.32E+17,8397,127,5,2016,14,916,1
Great new poll- thank you! https://t.co/ytzesbCZas,32865,5/14/2016 15:09,7.32E+17,13020,50,5,2016,14,909,-1
If Crooked Hillary Clinton can't close the deal on Crazy Bernie; how is she going to take on China; Russia; ISIS and all of the others?,33041,5/14/2016 1:03,7.31E+17,11687,135,5,2016,14,63,1
Senator Lindsey Graham called me yesterday; very much to my surprise; and we had a very interesting talk about national security; and more!,24054,5/13/2016 2:32,7.31E+17,5941,139,5,2016,13,152,1
Great meeting with @SenateMajLdr Mitch McConnell and Republican leaders in D.C. #Trump2016 https://t.co/R0NuOrZISX,15810,5/12/2016 19:22,7.31E+17,4728,114,5,2016,12,1162,-1
Great day in D.C. with @SpeakerRyan and Republican leadership. Things working out really well! #Trump2016 https://t.co/hfHY9MdAc7,29281,5/12/2016 18:12,7.31E+17,8374,129,5,2016,12,1092,-1
In interview I told @AP that my taxes are under routine audit and I would release my tax returns when audit is complete; not after election!,15744,5/11/2016 20:51,7.31E+17,4849,140,5,2016,11,1251,1
#MakeAmericaGreatAgain #Trump2016 https://t.co/CLhqgybbYR,11981,5/11/2016 17:43,7.30E+17,3938,57,5,2016,11,1063,-1
I don't want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary. His time will come!,32436,5/11/2016 10:26,7.30E+17,10620,134,5,2016,11,626,1
Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary; who is looking very bad against Crazy Bernie; will lose!,18976,5/11/2016 10:22,7.30E+17,5735,138,5,2016,11,622,1
Thank you Nebraska!  #MakeAmericaGreatAgain #Trump2016 https://t.co/RRma61oisz,19199,5/11/2016 1:04,7.30E+17,6583,78,5,2016,11,64,-1
Thank you West Virginia!  #MakeAmericaGreatAgain #Trump2016 https://t.co/iCGcF21fWY,21114,5/11/2016 0:05,7.30E+17,7127,83,5,2016,11,5,-1
WEST VIRGINIA #VoteTrump TODAY!  #MakeAmericaGreatAgain #Trump2016  https://t.co/pndaZjsruy,10789,5/10/2016 15:20,7.30E+17,4239,91,5,2016,10,920,-1
NEBRASKA #VoteTrump TODAY!  #MakeAmericaGreatAgain #Trump2016  https://t.co/hGbesTbQci,8998,5/10/2016 15:19,7.30E+17,3393,86,5,2016,10,919,-1
It is only the people that were never asked to be VP that tell the press that they will not take the position.,20388,5/10/2016 14:03,7.30E+17,6415,110,5,2016,10,843,1
It was Rosie O'Donnell who ate the cake in the vicious Hillary commercial about me; not Crooked Hillary! @marthamaccallum,9808,5/10/2016 13:57,7.30E+17,3069,121,5,2016,10,837,1
Why does the media; with a strong push from Crooked Hillary; keep pushing the false narrative that I want to raise taxes. Exactly opposite!,19890,5/10/2016 12:57,7.30E+17,7653,139,5,2016,10,777,1
. #RepMikeKelly  Great job on @foxandfriends this morning. Thank you for the nice words!,8670,5/10/2016 11:31,7.30E+17,2300,88,5,2016,10,691,1
Get out and vote Nebraska; we will MAKE AMERICA GREAT AGAIN!,13516,5/10/2016 10:27,7.30E+17,4640,60,5,2016,10,627,1
Get out and vote West Virginia; we will MAKE AMERICA GREAT AGAIN!,13102,5/10/2016 10:20,7.30E+17,4756,65,5,2016,10,620,1
"""@RedRising11: <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>I am a woman &amp; I JUST VOTED FOR @realDonaldTrump #NebraskaPrimary #Trump2016 #TrumpForPresident https://t.co/zgzwxQ92wZ""",15118,5/10/2016 2:15,7.30E+17,4984,219,5,2016,10,135,1
Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,23351,5/7/2016 0:16,7.29E+17,8667,120,5,2016,7,16,-1
Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant; but leaves behind amazing legacy.,21023,5/7/2016 0:14,7.29E+17,7384,140,5,2016,7,14,-1
Goofy Elizabeth Warren; Hillary Clinton? flunky; has a career that is totally based on a lie. She is not Native American.,19784,5/6/2016 23:16,7.29E+17,6930,121,5,2016,6,1396,-1
Let? properly check goofy Elizabeth Warren? records to see if she is Native American. I say she? a fraud!,18245,5/6/2016 23:16,7.29E+17,6198,105,5,2016,6,1396,-1
I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,25377,5/6/2016 23:15,7.29E+17,8507,107,5,2016,6,1395,-1
Response to @LindseyGrahamSC:  https://t.co/lSDE7LHc95,9186,5/6/2016 21:01,7.29E+17,3418,54,5,2016,6,1261,-1
I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.,10977,5/6/2016 18:25,7.29E+17,4213,140,5,2016,6,1105,-1
Joe Scarborough initially endorsed Jeb Bush and Jeb crashed; then John Kasich and that didn't work. Not much power or insight!,12556,5/6/2016 18:03,7.29E+17,3819,126,5,2016,6,1083,-1
Crooked Hillary has ZERO leadership ability. As Bernie Sanders says; she has bad judgement. Constantly playing the women's card - it is sad!,29525,5/6/2016 12:38,7.29E+17,10525,140,5,2016,6,758,1
Paul Ryan said that I inherited something very special; the Republican Party. Wrong; I didn't inherit it; I won it with millions of voters!,40320,5/6/2016 12:08,7.29E+17,13498,139,5,2016,6,728,1
"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""",9433,5/6/2016 11:50,7.29E+17,2583,134,5,2016,6,710,1
So many great endorsements yesterday; except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!,18961,5/6/2016 10:26,7.29E+17,5983,115,5,2016,6,626,1
"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!",22803,5/6/2016 10:19,7.29E+17,6737,133,5,2016,6,619,1
Unlike crooked Hillary Clinton; who wants to destroy all miners; I want wages to go up in America. We will do so by bringing back jobs!,21892,5/6/2016 10:14,7.29E+17,7243,135,5,2016,6,614,1
Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,17991,5/6/2016 3:19,7.28E+17,6545,102,5,2016,6,199,-1
"Can you believe Crooked Hillary said; ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.",27482,5/6/2016 1:57,7.28E+17,10222,143,5,2016,6,117,-1
Join me tomorrow! #Trump2016   #MakeAmericaGreatAgain     Omaha; Nebraska:  https://t.co/2OWQIlNutu    Eugene; Oregon:  https://t.co/oroTbvsNdQ,9050,5/5/2016 23:28,7.28E+17,3471,143,5,2016,5,1408,-1
Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,114201,5/5/2016 18:57,7.28E+17,83289,136,5,2016,5,1137,-1
Join me in Charleston; WV - tomorrow! https://t.co/kv624y9UOm,13285,5/4/2016 16:31,7.28E+17,4489,61,5,2016,4,991,-1
I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,9848,5/4/2016 10:12,7.28E+17,1976,59,5,2016,4,612,1
I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.,8744,5/4/2016 10:09,7.28E+17,1629,73,5,2016,4,609,1
I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!,7751,5/4/2016 10:04,7.28E+17,1442,57,5,2016,4,604,1
I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,29838,5/4/2016 9:44,7.28E+17,12496,136,5,2016,4,584,1
What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!,25960,5/4/2016 9:25,7.28E+17,8233,134,5,2016,4,565,1
.@oreillyfactor  Please correct; I WON Virginia!,14422,5/4/2016 4:00,7.28E+17,3527,48,5,2016,4,240,1
Thank you Indiana; we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!,39542,5/3/2016 23:38,7.28E+17,11864,139,5,2016,3,1418,1
Thank you Indiana! #Trump2016  #MakeAmericaGreatAgain https://t.co/G4JlShRA6I,29948,5/3/2016 23:14,7.28E+17,11281,77,5,2016,3,1394,-1
Lyin' Ted Cruz consistently said that he will; and must; win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money,25589,5/3/2016 23:08,7.28E+17,7046,144,5,2016,3,1388,1
Wow; Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!,25570,5/3/2016 23:02,7.28E+17,8014,137,5,2016,3,1382,1
MAKE AMERICA GREAT AGAIN!  #INPrimary #VoteTrump   https://t.co/TI27thMZEI,13187,5/3/2016 18:29,7.28E+17,5149,74,5,2016,3,1109,-1
Polls close at 6pm! #INPrimary #Trump2016 #VoteTrump   https://t.co/DT9WkYAGEK,12320,5/3/2016 16:50,7.28E+17,5154,78,5,2016,3,1010,-1
Thank you America! #Trump2016   https://t.co/tiExz8YhFT https://t.co/Hkt3YNccb0,11310,5/3/2016 15:31,7.28E+17,3922,79,5,2016,3,931,-1
MAKE AMERICA GREAT AGAIN!   #Trump2016 #VoteTrump https://t.co/OKaL5UI4oJ,12383,5/3/2016 15:21,7.28E+17,4035,73,5,2016,3,921,-1
MAKE AMERICA GREAT AGAIN!  #INPrimary #VoteTrump   https://t.co/MBgGXSYluW  https://t.co/YPwDZ8Irch,8991,5/3/2016 14:22,7.28E+17,3169,99,5,2016,3,862,-1
MAKE AMERICA GREAT AGAIN!  #INPrimary #VoteTrump  https://t.co/nMqeKxccv6,12196,5/3/2016 11:23,7.27E+17,4434,73,5,2016,3,683,-1
Thank you South Bend; Indiana! Everyone get out &amp; #VoteTrump tomorrow! #INPrimary   https://t.co/rj11BPzqDI https://t.co/xEBlvGrny1,12754,5/3/2016 2:11,7.27E+17,4176,135,5,2016,3,131,-1
Will be in South Bend; Indiana in a short while -- big rally! See you soon!,10578,5/2/2016 22:24,7.27E+17,2707,75,5,2016,2,1344,-1
Will be interviewed on @seanhannity tonight at 10pmE. Enjoy! #INPrimary,8465,5/2/2016 21:56,7.27E+17,2494,71,5,2016,2,1316,-1
THANK YOU AMERICA!  #MakeAmericaGreatAgain https://t.co/PvhGP2HmbN,12820,5/2/2016 21:50,7.27E+17,4488,66,5,2016,2,1310,-1
Thank you Carmel; Indiana! Get out &amp; #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgain https://t.co/j07c4oYryG,9660,5/2/2016 21:42,7.27E+17,2967,119,5,2016,2,1302,-1
Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 https://t.co/AeGyODb37O,26636,5/2/2016 19:57,7.27E+17,10766,114,5,2016,2,1197,-1
I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016  #MakeAmericaGreatAgain https://t.co/HtwD1FGn9e,28377,5/2/2016 16:16,7.27E+17,11501,110,5,2016,2,976,-1
I will be campaigning in Indiana all day. Things are looking great; and the support of Bobby Knight has been so amazing. Today will be fun!,16328,5/2/2016 14:27,7.27E+17,4241,139,5,2016,2,867,-1
Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!,28683,5/2/2016 14:06,7.27E+17,10635,139,5,2016,2,846,1
Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs; and he thanks me! I will bring back jobs to USA.,15666,5/2/2016 11:21,7.27E+17,4966,140,5,2016,2,681,1
"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually; she has done poorly with such men!",16126,5/2/2016 11:12,7.27E+17,5435,136,5,2016,2,672,1
I will be interviewed on @CNN  @NewDay  at 7:30 A.M. Enjoy!,7043,5/2/2016 10:42,7.27E+17,1713,59,5,2016,2,642,1
Join me in Carmel; Indiana- tomorrow at 4pm! #INPrimary   https://t.co/tfW6B0eZDm https://t.co/ZiofZ2D6ck,11239,5/1/2016 23:37,7.27E+17,3933,105,5,2016,1,1417,-1
Thank you Fort Wayne; Indiana!  #Trump2016 #INPrimary https://t.co/mDGrmMmk5T,18034,5/1/2016 21:31,7.27E+17,6072,77,5,2016,1,1291,-1
Thank you Terre Haute; Indiana!  #MakeAmericaGreatAgain https://t.co/O6ELhlae3h,13794,5/1/2016 21:29,7.27E+17,3884,79,5,2016,1,1289,-1
.@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will; even after I beat Hillary. Shouldn't be on the air!,12517,5/1/2016 20:06,7.27E+17,3765,128,5,2016,1,1206,-1
I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS; throughout the day. Enjoy! https://t.co/hDzdDpZiRx,11884,5/1/2016 16:29,7.27E+17,3048,130,5,2016,1,989,-1
Will be in Terre Haute; Indiana in a short while -- big rally! See you soon!,10437,5/1/2016 16:10,7.27E+17,2831,76,5,2016,1,970,-1
I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy; and in the end he had no support?,13500,5/1/2016 15:47,7.27E+17,4072,140,5,2016,1,947,-1
Thank you Indiana! #Trump2016 https://t.co/shPWexfkVX,17166,5/1/2016 13:59,7.27E+17,6443,53,5,2016,1,839,-1
I will be in Indiana on Sunday and Monday at four MAKE AMERICA GREAT AGAIN rallies. See you there!,17790,5/1/2016 3:10,7.27E+17,5674,98,5,2016,1,190,1
Thank you @MikeOzanian for the nice comments on @FoxNews today. Great job!,9895,4/30/2016 23:33,7.27E+17,2567,74,4,2016,30,1413,1
Trump locks down Delaware GOP delegates. #Trump2016 #MAGA   https://t.co/sto7CYV1fw,12128,4/30/2016 20:50,7.27E+17,4438,83,4,2016,30,1250,-1
The economy is bad and getting worse-almost ZERO growth this quarter. Nobody can beat me on the economy (and jobs). MAKE AMERICA GREAT AGAIN,22688,4/30/2016 17:21,7.26E+17,8259,140,4,2016,30,1041,1
"""@LexingtonBobby: @FoxNews @tedcruz @realDonaldTrump https://t.co/uhDlyi82Ua""",8968,4/30/2016 15:53,7.26E+17,3870,77,4,2016,30,953,1
"The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!",35531,4/30/2016 13:31,7.26E+17,12791,135,4,2016,30,811,1
.@AC360  Anderson; so amazing. Your mother is; and always has been; an incredible woman!,12830,4/30/2016 3:07,7.26E+17,3012,88,4,2016,30,187,1
We are now at 1001 delegates. We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged!,33198,4/29/2016 18:28,7.26E+17,12611,140,4,2016,29,1108,1
Thank you Indiana! #Trump2016 https://t.co/WAuI0nRNzX,20364,4/29/2016 16:04,7.26E+17,7848,53,4,2016,29,964,-1
Crooked Hillary Clinton; perhaps the most dishonest person to have ever run for the presidency; is also one of the all time great enablers!,26176,4/29/2016 13:46,7.26E+17,10373,139,4,2016,29,826,1
Wow; the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!,19102,4/29/2016 11:22,7.26E+17,5863,131,4,2016,29,682,1
Thank you America! #Trump2016 https://t.co/KL7VZbM1jP,20679,4/26/2016 19:55,7.25E+17,7686,53,4,2016,26,1195,-1
Lets #MakeAmericaGreatAgain; Maryland! #VoteTrump   https://t.co/ZttNAmk1QS,8756,4/26/2016 18:12,7.25E+17,2790,75,4,2016,26,1092,-1
